hash,text,entities,pred
a75aab177e197af5e05ac00921aeebd588ff4e74a4c462105e81121dd34597ed,"Вперше герої світової класики заговорили українською мовою , адже в Російській імперії не дозволялося ставити п'єси світових драматургів у перекладі українською .","[{""label"": ""LOC"", ""text"": ""Російській імперії""}, {""label"": ""JOB"", ""text"": ""драматургів""}]","[{""label"": ""ORG"", ""text"": ""Російській імперії""}]"
c877b1bc510b8923a5ff1a9534e88c0f58d407dd00ca34791fa668bafaf22f7c,Національна драматургія в театрі Курбаса була представлена реалістичною драмою Винниченка ( « Чорна Пантера і Білий Медвідь » ) та символістськими етюдами Олександра Олеся .,"[{""label"": ""ORG"", ""text"": ""театрі Курбаса""}, {""label"": ""PERS"", ""text"": ""Винниченка""}, {""label"": ""ART"", ""text"": ""Чорна Пантера і Білий Медвідь""}, {""label"": ""PERS"", ""text"": ""Олександра Олеся""}]","[{""label"": ""PERS"", ""text"": ""Винниченка""}, {""label"": ""PERS"", ""text"": ""Олександра Олеся""}]"
1d98ca1d0807227b6f560aa85cb147909559433b7937c214e66daf97cbe14a56,"Широко побутувала агітп'єса , але вона не мала художньої цінності .",[],[]
febd18784406b84799050391676974cd88234aba88ebb5307697d3590d192694,"Незабаром виникла соціально-психологічна драма ( « 97 » Миколи Куліша ) , документально-реалістична ( « Бунтар » , « Дванадцять » Мирослава Ірчана ) і символістсько-романтична п'єса ( « Коли народ визволяється » , « Батальйон мертвих » Якова Мамонтова ) . Мирослав Ірчан ( 1897 — 1937 ) у річищі експресіонізму написав найкращу свою п'єсу « Родина щіткарів » ( 1923 ) . Фабулу для твору він взяв із замітки в німецькій газеті , де розповідалося , як єдиний видющий син у сліпій родині щіткаря і музиканта повернувся з фронту Першої світової війни осліплений газами .","[{""label"": ""ART"", ""text"": ""97""}, {""label"": ""PERS"", ""text"": ""Миколи Куліша""}, {""label"": ""ART"", ""text"": ""Бунтар""}, {""label"": ""ART"", ""text"": ""Дванадцять""}, {""label"": ""PERS"", ""text"": ""Мирослава Ірчана""}, {""label"": ""ART"", ""text"": ""Коли народ визволяється""}, {""label"": ""ART"", ""text"": ""Батальйон мертвих""}, {""label"": ""PERS"", ""text"": ""Якова Мамонтова""}, {""label"": ""PERS"", ""text"": ""Мирослав Ірчан""}, {""label"": ""PERIOD"", ""text"": ""1897 — 1937""}, {""label"": ""ART"", ""text"": ""Родина щіткарів""}, {""label"": ""DATE"", ""text"": ""1923""}, {""label"": ""MISC"", ""text"": ""Першої світової війни""}]","[{""label"": ""PERS"", ""text"": ""Ірчан""}, {""label"": ""DATE"", ""text"": ""1897""}, {""label"": ""DATE"", ""text"": ""1937""}, {""label"": ""DATE"", ""text"": ""1923""}]"
3c2df17077e1345788bdf11a735883ff06301215af5d85e3cf5de909f763e020,"Конфлікт будується на протиставленні двох родин — щіткаря і фабриканта зброї , професора й винахідника отруйних газів .",[],"[{""label"": ""JOB"", ""text"": ""фабриканта зброї""}]"
61bc52f5a3eac0601770499a0d3deb8253534864dcab88e4ad2cd65e6b82cc44,"Долі родин перехрещуються : діти дружили ще в дитинстві , а пізніше їхні дороги розійшлися .",[],[]
5c981ea8b2ff972578bb02c7c83632ded4f0de8a6c915c132f1db88b284d5903,"Син капіталіста Боб тяжко кривдить сліпу Єву , а винайдені підприємцем гази на фронті позбавляють зору Івана , якого родина щіткарів називала своїми єдиними очима .","[{""label"": ""PERS"", ""text"": ""Боб""}, {""label"": ""PERS"", ""text"": ""Єву""}, {""label"": ""PERS"", ""text"": ""Івана""}]","[{""label"": ""PERS"", ""text"": ""Івана""}]"
7f02093b743a5d378c95794f5dad3798e7116a7ef35b51b776e7ce97ff15d9e5,"Для бідняка війна — велике горе , для багатія — час нечуваної наживи .",[],[]
10a6c5b57c5820e8d269e61b96cf9ee59dcc3521cf66e233b8f71131ceef8e79,Такий сюжет у дусі поетики експресіонізму дав змогу драматургові зображуване піднести до символічності .,[],[]
35689f0dcff91f252454b254e593fbae72bca39b99d9e8fcaa08946af68d2cc2,"Така символічність наявна в самій художній ідеї твору , в похмурості поетичного колориту , уповільненості драматичного ритму п'єси , пильній увазі до настроїв героїв , до підтексту . Мирослав Ірчан На поетиці символізму будували п'єси Яків Мамонтов та Іван Кочерга .","[{""label"": ""PERS"", ""text"": ""Мирослав Ірчан""}, {""label"": ""PERS"", ""text"": ""Яків Мамонтов""}, {""label"": ""PERS"", ""text"": ""Іван Кочерга""}]","[{""label"": ""PERS"", ""text"": ""Мирослав Ірчан""}, {""label"": ""PERS"", ""text"": ""Яків Мамонтов""}, {""label"": ""PERS"", ""text"": ""Іван Кочерга""}]"
fb48a8d141fbcce5cf53a582e99831e409ca04ab555532aaa6a7a2ea69744f37,У драмах Івани Кочерги ( 1881 — 1952 ) велику роль відіграють символи як семантичні ключі до розуміння змісту його творів .,"[{""label"": ""PERS"", ""text"": ""Івани Кочерги""}, {""label"": ""PERIOD"", ""text"": ""1881 — 1952""}]","[{""label"": ""PERS"", ""text"": ""Івани Кочерги""}, {""label"": ""DATE"", ""text"": ""1881""}, {""label"": ""DATE"", ""text"": ""1952""}]"
2e71cb313887ebc7192e09471732fb5860c9d64d08c3bf1337e2a78c829ffaf7,"У них обігруються символи часу ( « Майстри часу » ) , глухого кута ( « Марко в пеклі » ) , світла ( « Свіччине весілля » ) , млинового жорна й алмазу ( » Алмазне жорно » ) .","[{""label"": ""ART"", ""text"": ""Майстри часу""}, {""label"": ""ART"", ""text"": ""Марко в пеклі""}, {""label"": ""ART"", ""text"": ""Свіччине весілля""}, {""label"": ""ART"", ""text"": ""Алмазне жорно""}]","[{""label"": ""LOC"", ""text"": ""Майстри часу""}]"
6a16b96130b7308886039528145cd9e66a278169d011342903a8b651642ff77e,"Твори цих митців попереджували про небезпеку , що наступає , якщо розбуджувати у масах руйнівні інстинкти . Іван Кочерга Спираючись на гуманістичні цінності драматургії XIX століття , молоді митці зосереджували увагу на людині .","[{""label"": ""PERS"", ""text"": ""Іван Кочерга""}, {""label"": ""DATE"", ""text"": ""XIX століття""}]","[{""label"": ""PERS"", ""text"": ""Іван Кочерга""}]"
c9ad856f4636deb765e445ba64e18c7a04cab08a9fe583e087006ea206fb79e2,"У драмі « 97 » Микола Куліш поставив питання про людське життя як найвищу цінність , висвітливши взаємини особи і радянської влади .","[{""label"": ""ART"", ""text"": ""97""}, {""label"": ""PERS"", ""text"": ""Микола Куліш""}]","[{""label"": ""DATE"", ""text"": ""97""}]"
833a8cc2821d29d36a8be282bb8021947acd3ecb4a9735432c051e1d32eff5db,"У першій редакції п'єси порушувалась ідея гуманності влади , що мала б стати на захист людини .",[],[]
f2ef423a496b743d77ccde10a20cf074f3174677f53b5ba3f0f2180cb45d643a,"Проте ця влада не захистила незаможників , прирікши їх на смерть .",[],[]
58c25f4da41e0f98793970440bf07a2b6299ffe461cc5eb0f22ef1cde40375ad,"Антигуманна влада також приречена на загибель . В неділю , 20 жовтня , в житомирському спорткомплексі « Динамо » відбулось святкове відкриття та перші поєдинки чемпіонату Житомира з міні-футболу .","[{""label"": ""DATE"", ""text"": ""В неділю""}, {""label"": ""DATE"", ""text"": ""20 жовтня""}, {""label"": ""ORG"", ""text"": ""Динамо""}, {""label"": ""LOC"", ""text"": ""Житомира""}]","[{""label"": ""LOC"", ""text"": ""Житомира""}, {""label"": ""DATE"", ""text"": ""неділю""}, {""label"": ""DATE"", ""text"": ""20 жовтня""}, {""label"": ""ORG"", ""text"": ""Динамо""}]"
1a0a5f23f71841bcbe483e88f0f9f19f071cf2c9330a57c5d840fef9e8f29c9a,На старті сезону у вищій лізі « Медик » розгромив « Візаж » 8 : 2 .,"[{""label"": ""ORG"", ""text"": ""Медик""}, {""label"": ""ORG"", ""text"": ""Візаж""}]","[{""label"": ""ORG"", ""text"": ""Медик""}]"
6d7230fdc32a243d8cab9744742e1189149f7ba2bf41fe4f4143a9879ab42e33,Автором першого забитого голу в сезоні став капітан « Медика » Роман Трохліб .,"[{""label"": ""ORG"", ""text"": ""Медика""}, {""label"": ""PERS"", ""text"": ""Роман Трохліб""}]","[{""label"": ""PERS"", ""text"": ""Роман Трохліб""}]"
a8c430aeaaaed05a81d811fa6ea152824aafc99345c6c9c637c3bd56e763b9b6,"Окрім того , в цей день відбулось ще три зустрічі .",[],[]
f4bd698fd45999870f5ca6325823f7462ed449dbdec582596d499af4836d5c04,Повноцінно змагання розпочнуться вже наступними вихідними .,[],"[{""label"": ""DATE"", ""text"": ""наступними""}]"
f616811b5da6dc97ce1e9f9b569a48dc21ceaab3828fbd1050f1e411feb54229,А фінішує турнір 16 березня .,"[{""label"": ""DATE"", ""text"": ""16 березня""}]","[{""label"": ""DATE"", ""text"": ""16 березня""}]"
e2440215e44a1255eb34a89b5e786aa58c4fb8b845b9b27355713127ce155baf,Футзальний сезон в Житомирі розпочався з урочистого відкриття Чемпіонату міста з футзалу .,"[{""label"": ""LOC"", ""text"": ""Житомирі""}, {""label"": ""ORG"", ""text"": ""Чемпіонату міста з футзалу""}]","[{""label"": ""LOC"", ""text"": ""Житомирі""}, {""label"": ""ORG"", ""text"": ""Чемпіонату міста з футзалу""}]"
bb1ff747f0b610ff3d20449433f26aa5dc8f307c3cb5e1661896b3b4d0113d5c,"У ньому взяли участь Сергій Бабіков , голова комітету студентського , аматорського та масового футзалу Асоціації міні-футболу України ; Віктор Таран , в . о . голови Федерації футзалу ( міні-футболу ) міста Житомира ; Петро Білий , голова Житомирської обласної федерації футболу та головний суддя чемпіонату Житомира ; Томаш Сицинский , відповідальний секретар федерації футзалу Житомирської області .","[{""label"": ""PERS"", ""text"": ""Сергій Бабіков""}, {""label"": ""ORG"", ""text"": ""Асоціації міні-футболу України""}, {""label"": ""PERS"", ""text"": ""Віктор Таран""}, {""label"": ""JOB"", ""text"": ""в . о . голови""}, {""label"": ""ORG"", ""text"": ""Федерації футзалу ( міні-футболу ) міста Житомира""}, {""label"": ""PERS"", ""text"": ""Петро Білий""}, {""label"": ""JOB"", ""text"": ""голова""}, {""label"": ""ORG"", ""text"": ""Житомирської обласної федерації футболу""}, {""label"": ""JOB"", ""text"": ""головний суддя""}, {""label"": ""LOC"", ""text"": ""Житомира""}, {""label"": ""PERS"", ""text"": ""Томаш Сицинский""}, {""label"": ""JOB"", ""text"": ""відповідальний секретар""}, {""label"": ""ORG"", ""text"": ""федерації футзалу Житомирської області""}]","[{""label"": ""PERS"", ""text"": ""Сергій Бабіков""}, {""label"": ""PERS"", ""text"": ""Віктор Таран""}, {""label"": ""ORG"", ""text"": ""Федерації футзалу ( міні-футболу )""}]"
52d204e9d868a84cf478b7447af59f1a1187d73aa7138e47a702a9c780d804d1,"Всі урочистості відбулись швидко і без зайвого пафосу - традиційний парад команд , підняття прапору , привітання від гостей та організаторів , два танцювальні номери і вже за півгодини на майданчик вийшли « Візаж » та « Медик » .","[{""label"": ""ORG"", ""text"": ""Візаж""}, {""label"": ""ORG"", ""text"": ""Медик""}]",[]
7227b4402d57138b877890791165e88ad694dab8114fddcd3707743120476f04,"Першим м'яч в гру ввів Сергій Бабіков , а далі розпочалось запекле протистояння , яке закінчилось розгромною перемогою « Медика » з рахунком 8 : 2 .","[{""label"": ""PERS"", ""text"": ""Сергій Бабіков""}, {""label"": ""ORG"", ""text"": ""Медика""}]","[{""label"": ""PERS"", ""text"": ""Сергій Бабіков""}, {""label"": ""ORG"", ""text"": ""Медик""}]"
d04f60af854f89cbf7022792e6dbd94b87972a9111d609b383e1039953daf772,В іншому матчі вищої ліги « Дасна-Кофеджіо » обіграла новачка турніру « Брейн » 5 : 1 .,"[{""label"": ""ORG"", ""text"": ""Дасна-Кофеджіо""}, {""label"": ""ORG"", ""text"": ""Брейн""}]","[{""label"": ""ORG"", ""text"": ""Брейн""}]"
715d5a350776cb3b3f5615985fd6a793122687648a4120bd09efd3bb3ba27f95,І до наступного тижня лідером вищої ліги чемпіонату стає « Медик » .,"[{""label"": ""DATE"", ""text"": ""наступного тижня""}, {""label"": ""ORG"", ""text"": ""Медик""}]","[{""label"": ""ORG"", ""text"": ""Медик""}]"
2197d001745699f4d26f7149ad6be105c8f0f1aa44d5dd38565b792494c15067,В матчах першої ліги « Молокія » змогла вирвати перемогу в « ІнБеву-2 » 5 : 4 . « Галант-МТС » обіграв « Корбутівку » з рахунком 6 : 4,"[{""label"": ""ORG"", ""text"": ""Молокія""}, {""label"": ""ORG"", ""text"": ""ІнБеву-2""}, {""label"": ""ORG"", ""text"": ""Галант-МТС""}, {""label"": ""ORG"", ""text"": ""Корбутівку""}]","[{""label"": ""ORG"", ""text"": ""Молокія""}, {""label"": ""ORG"", ""text"": ""Галант-МТС""}, {""label"": ""ORG"", ""text"": ""Корбутівку""}]"
13d16a5f457427dc799bbaee0357c6d8398942c0eafcf20f4a685634444c58a0,"Нагадаймо , що цього року турнір стане відбірковим ( регіональним ) етапом Аматорської футзальної ліги України . Житомир став п'ятим містом в Україні , де стартували відбіркові ігри аматорської ліги .","[{""label"": ""ORG"", ""text"": ""Аматорської футзальної ліги України""}, {""label"": ""LOC"", ""text"": ""Житомир""}, {""label"": ""LOC"", ""text"": ""Україні""}]","[{""label"": ""ORG"", ""text"": ""Аматорської футзальної ліги України""}, {""label"": ""LOC"", ""text"": ""Житомир""}, {""label"": ""LOC"", ""text"": ""України""}]"
47cda94c24488f1ef0fbabef81b7254d0552cd80d556d84cff08c87d53f83279,"На змагання вже заявилось 30 команд , але їх кількість найближчим часом може зрости .",[],"[{""label"": ""MON"", ""text"": ""30 команд""}]"
250c886a57606f1bceb1bfe1a7af87042de5b70e0318379e4de76bd36b2d85d7,"Окрім житомирян , вперше у чемпіонаті візьмуть участь команди з інших міст області . Кароліна Кужвій приїхала тоді на знімальний майданчик бліда й тиха , як осінній ранок , у який , власне , все й відбувалось ; вийшла з авто не в гуморі , уникаючи розмов і навіть поглядів .","[{""label"": ""PERS"", ""text"": ""Кароліна Кужвій""}]","[{""label"": ""PERS"", ""text"": ""Кароліна Кужвій""}]"
ca109d7ffac4d318ba64c4e19c3acc2e4d8c8523b759637c70ebc08371591705,"Але щойно запрацювала камера , невидима сила торкнулась її чола , актриса стала вищою , обличчя спалахнуло і вона — відповідно до ролі — узялася впевнено й насмішкувато закручувати навколо себе енергетику вибухового епізоду .","[{""label"": ""JOB"", ""text"": ""актриса""}]",[]
391e7b7ff4d8801c676bedaee0927e95ae89140dd773cc1f4e8d7735caeee463,"Одного з найкращих у фільмі епізодів , як виявилось згодом .",[],[]
375cb7842484f6a7ff9421f1a325189c27357b38020c88a314060838423bb2ba,"Відпрацювала своє , погляд згас , зіщулилась , прошепотіла щось , нахилившись до режисера , загорнулась у поданий кимось жовто-помаранчевий палантин — тільки її й бачили .",[],[]
76d4ff678989845ce38a7ec95a5bb3d8dcc7c47c36c687274f9cc609f1572ea4,"Зараз , якщо Кароліна Кужвій погодиться на запропоновану роль , вони працюватимуть над спільною картиною …","[{""label"": ""PERS"", ""text"": ""Кароліна Кужвій""}]","[{""label"": ""PERS"", ""text"": ""Кароліна Кужвій""}]"
c010abd9ccf15770e3ec66fdf9e5d5d2c6bf6d13c294978ece311c68e73f9f84,"Помічниця режисера знайшла господиню за невеличким ошатним будинком , у зеленій садовій альтанці .",[],[]
7520c85af10f7408e3f0a92dd14e72c76dfbac5bb46921f3c1bd352630459f56,Стіни альтанки утворило коло щільно висаджених один попри одного кущів ялівцю .,[],[]
50058325ef30780bbf1f83d13ae0ef61f148a7151980403e84db41e7bc0245ca,"Дашок , укритий сосновою ґонтою за давньою технологією , тримався на кількох високих стовпах , нижня половина яких губилась у густих заростях вічнозелених рослин .",[],[]
c8c5f72f2261ff15fec0613930993657c999201a9d42e47129a07fc4ed071958,"На підлозі з кругляків міцного дерева , за столиком , плетеним з лози , у такому ж ажурному легкому кріслі сиділа господиня — в ароматах розігрітого під сонцем ялівцю .",[],[]
e9da5435063554e376da1e93aff5211a98901907998e5c6817b47b1494a1ac2a,"Підвелася гості назустріч , відклавши книжку .",[],[]
da41f6be5fe25cd27e898049cd78ce7e17d5a812744b5128d3929921c4125ee8,"Уся у сіро-білому , жодних прикрас , обличчя без косметики , пишне волосся заколоте на потилиці , привітний погляд сумних очей .",[],[]
b71c82ce096e1f9007d77be6c7de708407591abe1e6bf323a4d31e0e9c9de9be,На екрані вона виглядає значно молодшою .,[],[]
ae7230d3d97199ed21fe20cfaa5e81f62582e62e997416f15e0d21ac8d3ed6f5,"А зблизька — жінка як жінка , нехай не п’ятдесяти , але точно сорока років . Кароліна теж встигла роздивитись свою гостю , її юне веснянкувате обличчя , худі руки , вкриті ластовинням , дивакувате вбрання , без сумніву , власного дизайнерського втілення .","[{""label"": ""PERS"", ""text"": ""Кароліна""}]","[{""label"": ""PERS"", ""text"": ""Кароліна""}]"
0ff3d7f05228b6f87ac515427aa03b2dd5caa30f1bc9e4e8c9acdbf705f237da,Остання мода така — завдяки новітнім можливостям за п’ять хвилин перетворювати основу готового одягу на припасовану до свого смаку та фігури індивідуальну модель .,"[{""label"": ""PERIOD"", ""text"": ""п’ять хвилин""}]",[]
48383044be745190461c1d388c5cd63da244337b0df82558c4ecbdedefbda286,Бавляться діти …,[],[]
56875ebbe841c7eda554b0aadc3bcb1dd2925c6cc29c3ef0fe7696db5f9372a4,"— Уперше привожу сценарій , — усміхнулась руденька після обміну привітаннями .",[],[]
276689ba24de64490adc0eeb1c7d27f802c65802a7bf7cef1ade9b0b5d00591b,Подала прозору теку зі стосом паперу .,[],[]
bb444cf014c5213587735c69e7d2a6465c69d79d916b74957e8bbf246a68c3d6,"Оце « вперше привожу » додала з ввічливості , вирішивши , що кілька привітних слів не зашкодить .",[],[]
606cd822ded3c4840f8af201be8474cf5cf973c06cabadff2da45a59539a4018,"Але щойно сказала , як одразу відчула двозначність вимовленого .",[],[]
0b9b2b61e88f5e07e53382864b7fa1eff0e90b550ec0bd4435b121edd796fb6a,"Як ніби уїдливо дорікнула : не було , мовляв , іншої роботи для помічника режисера , окрім — як її ? — кур’єрської .",[],[]
756827ea5be0b9604c9e4b4845b01dd3585347f54bdce2527d33e18bb889f15b,"Похопившись , спробувала виправитись :",[],[]
c96af19e7064dd6ddeafa430bd7c5ee5bdd6234921773afdef71db2c13520dde,"— Я не те маю на увазі , що ви не хотіли , як усі … а те , що … не звикла , що хтось на папері читає …",[],[]
e325201a56ddb9a84692df8e7fb71cabf027329bc07ea0b60da97495f3d9ed33,Руденька остаточно заплуталась і почервоніла .,[],[]
c686230d0335c143d39d616adf5577d690260cec437188bc03d9966c5f6f58c8,"Її волосся медово світилось у навскісних променях сонця , Кароліна помітила це ще тоді , як вона наближалась до альтанки , а зараз бачила зворушливу дитячість світлих вій та злегка відстовбурчені вуха , які додавали цій дівчинці особливої привабливості .","[{""label"": ""PERS"", ""text"": ""Кароліна""}]","[{""label"": ""PERS"", ""text"": ""Кароліна""}]"
a6b757146cd44f63bd98a0cc21da439dc5732988799c70b1c2c89c63c667b468,Усміхнулась :,[],[]
117192bef530a38952c10909b74224bebe69c21654b43cfd701144d7f3676d8d,"— У кожного свої слабкості , — і потягнулась до пачки з цигарками . — Сподіваюсь , ви мене вибачите за зайвий клопіт .",[],[]
a4e7b5871b8b7c28893d025175a42f373f1c2888b2817d773ce4ec7700d9fc3c,— Та що ви !,[],[]
ee560a886e0cfc9d4d1583fa3970b1c0d69121e3961c90a6631f44bbb81f3dc0,Який клопіт !,[],[]
8e6dd97433ba626a3a933659f7861abf788b4067a320fa181d8454ead1a8ac8d,Я ж розумію .,[],[]
e69835f46e1839ea8c4be74e0964affb1fe5a3268afbbc7f9213bc272aa1233c,"Ви он і книжки паперові читаєте , як моя мама …",[],[]
c2229c0dc79c4516ca563ec9b53c68bbcb80410968127aad5ccdba0b08bd0091,— А вам особисто — як цей сценарій ?,[],[]
5c34ff1b0e01aa837d7922f71679c4753853561c52f4f3cc828321264c6b09cb,— Дуже ! — гаряче запевнила дівчина . — Мені — дуже !,[],[]
f127b0219cc021f2dc2dbc20cfe1a8232d2b4627d40601c3d88e719b28647d40,І ваша роль подобається .,[],[]
0f9de22fee8280b7263041d2db13bde8e5d7dad86715446787e681fe9e025ccd,"Там є одна сцена — не уявляю , як її можна зіграти .",[],[]
172b9440564f318f92094fe39970ccd4edbdaad4979b8e0370a4df4a3e32c93c,"А це , біля ставочка , купальницю посаджено ? Кароліна повернула голову туди , де за пучечками гостроверхого дикого ірису , ближче до води , жовтів килимок із кульчастих квіток .","[{""label"": ""PERS"", ""text"": ""Кароліна""}]","[{""label"": ""PERS"", ""text"": ""Кароліна""}]"
b7c8f86f58f783ae8db021b250372b1eed0ad5247564d2204ee3a90f35c0afd3,"— Так , це купальниця .",[],[]
0ca4cb024120b97f51cb4f31ccbfaf6057fdfbbb9438674faf81207d81abeede,Але вона тут сама виросла .,[],[]
db0c093298101ab5bbbe3001b5e0ee7d26a5bcff913e4433f9262d3e0422c4ea,"Або хтось мені її таємно підсадив , — усміхнулась , — без мого відома .",[],[]
19547136279a75511235293a34117a8eec1423470573c3caf22e9afb098fda6a,"Вони ще поговорять про якісь необов’язкові речі , дівчина подивується , якою відкритою , виявляється , може бути ця жінка , та й піде доріжкою , гравій сухо захрумтить під її кроками . Кароліна розгорне скріплений стос паперів , прочитає навмання кілька абзаців .","[{""label"": ""PERS"", ""text"": ""Кароліна""}]",[]
90e22141f29c9644fe14388c70d4299bdab177c4daacee136b25a725809bf6dc,Звичка починати знайомство з новим текстом з випадкового уривка залишиться незмінною .,[],[]
0b2a00be1f389a8f42f492cd03f1787ded37163fd5df46d28f84f1d1e6e4c8a5,Тоді почне спочатку й зануриться у читання .,[],[]
5aad095254771fd03f462bbfca24611977895033a0dd51ca78e412147ae8adb1,… Зіграти жінку у віці від тридцяти років і до глибокої старості .,[],[]
4e7c91331657911ca49f150e71053bd34733f33973b23bc23f37066b2e246aa7,"Ця пропозиція виявиться вчасною , вона ще відчуватиме в собі сили для того , аби бути на екрані молодою і знатиме , як це зробити .",[],[]
78dc7bbb1d9b42d1802759fb9abff19ea4636398515e387a9081881054e5e954,"Бо далі життя готуватиме для неї інші ролі ; найкращі ролі згодом діставатимуться іншим , але інші , можливо , й зіграють їх краще .",[],[]
5db040f5e6604dce04c08cc4a3f5d8ed74b67c6c1c0fcc6c41d382caee2427c1,На той момент Кароліна буде вже добре знайомою з невідворотністю однозначного запізно .,"[{""label"": ""PERS"", ""text"": ""Кароліна""}]","[{""label"": ""PERS"", ""text"": ""Кароліна""}]"
79ce385a700b122f4021faa4382e5290de6875d4c2dd04b829a3c793b9a609ed,"Це слово поблискуватиме металевим холодом давнього срібного перстеника-квітки , яке вона ніколи не носитиме , всупереч словам Роберта про те , що все до нас приходить саме тоді , коли має прийти .","[{""label"": ""PERS"", ""text"": ""Роберта""}]","[{""label"": ""PERS"", ""text"": ""Роберт""}]"
2eaf0ea0aaa45b088791e927be52db13f45484dc7deb39557466972b9f03a63c,"В минулому залишиться багато ніколи , одне з них — яка була б із неї мати , бо коли наважилась на дитину , було вже запізно .",[],[]
6caf3e5f23e04f3de00f8a50bac761b4c6d683a356bef1d10ff78b6c5e275159,"Коли виникла потреба дізнатись більше про дідусів та бабусь , то вже не було кого розпитати .",[],[]
dbd15aee958546a18de88b3a1d611549f8ad92ed260367ac541e3d341be735f9,"Намагалась заповнити білі плями з історії роду за допомогою брата , але й він тут , на диво , виявився не на висоті . Кароліна згорне сценарій , притримає верхні сторінки , рятуючи їх від подмуху вітру .","[{""label"": ""PERS"", ""text"": ""Кароліна""}]","[{""label"": ""PERS"", ""text"": ""Кароліна""}]"
be5f59d0ad87fd8ad0fbc67d2912a31cfb53721bf38c9d4820bb96db03a391cf,"Цю роль , якщо доля дозволить , вона зіграє так , як вміє , бо ще не вечір .",[],[]
62e92f59a3c9bc5a0de884e1706df8125723be1f56df8bab47b018f68c45dfe2,"Вона і далі вчитиметься розрізняти уявні запізно від справжніх , долати перші та смиренно приймати другі .",[],[]
1d669dc99ccdb9e9a6a15dd005401a9fecb547f32967c0e3ab651edd595752d4,"Це ж не слабкості , з якими можна легко порозумітись . І попливли дні , як купчасті хмари серед небес .",[],[]
51dcf7dd99ae6f224d651f7d26c67e83782320f88b6f9ccf6117f2c12033dcdf,"Дні перестали сльозити , а небо в просвітах здобуло тієї прегарної сумовитої яскравості , яка буває лише восени .",[],[]
58edff0d2805301416a595c73c938132e23718275550a2d5818c47049b5b25ed,Тоді крихітні павучки й випускають з ротів лискучі й легкі нитки і ті повільно пливуть .,[],[]
b640c5c233db994b7b183bdb892f9316e654190cedf34da18ffac913379f372c,"Саме ці дні розтопили каміння , так густо накидане в підозріливе нутро Івана Василевського Аркадієм Пастухом .","[{""label"": ""PERS"", ""text"": ""Івана Василевського""}, {""label"": ""PERS"", ""text"": ""Аркадієм Пастухом""}]","[{""label"": ""PERS"", ""text"": ""Аркадієм Пастухом""}]"
e34804b78f05afbb538e5aa6ffec56139f5795a3e7bdcb195581180a921a21e4,"Хлопець жив за усталеним розпорядком , відтак у домі утворилася не одна , а дві Сфери : він був у своїй , а господарі — у своїй .",[],[]
9fe78cdb1a5296030a711582cde3d173700a4d68f0082c0c10839c2cff56b5f1,"Щось вони там робили , тобто до Іванових вух часом добивалися якісь звуки : щось гупало , дзенькало , текло , розвіювалися кухонні запахи , інколи спалахували короткі суперечки , як далекий перегук кулеметів , — суперечки , як правило , були між Таїсією Іванівною і Аркадієм Петровичем . Людмили ж у домі наче й не було .","[{""label"": ""PERS"", ""text"": ""Іванових""}, {""label"": ""PERS"", ""text"": ""Таїсією Іванівною""}, {""label"": ""PERS"", ""text"": ""Аркадієм Петровичем""}, {""label"": ""PERS"", ""text"": ""Людмили""}]","[{""label"": ""PERS"", ""text"": ""Таїсією Іванівною""}, {""label"": ""PERS"", ""text"": ""Аркадієм Петровичем""}]"
4998eb04c47409b623d2d2d3a7f2b4c7178cba274de2e6c3380c1cd45fb5dc99,"Інколи промигувала перед очима принагідно , але не робила спроб наблизитися до нього , одне — завжди всміхалася : гарно й яскраво .",[],[]
b32e32c0b8f00b30a6653e389cfabaa2dd0a27fb00663a515c2cf2eca915c503,І така усмішка робила диво з її обличчям — воно розквітало .,[],[]
02b2ab7ef63e79c8ec5d8a78f602ff77c5cccf3355b0e2a82fc8817c5501bc4d,"Тоді броня , якою себе оточив Іван Василевський , раптово й спалахово тріскалася і він чув , що серце його здригається .","[{""label"": ""PERS"", ""text"": ""Іван Василевський""}]","[{""label"": ""PERS"", ""text"": ""Іван Василевський""}]"
f647d4079200a0de70b886be187ffa2ca32dc160fa9dc1ee987c1e1ab91e5942,"Але миттю гасив спалаха , бо вслід за тим у мозкові починав поколювати гвіздок , забитий Аркадієм Петровичем про жіночу магію .","[{""label"": ""PERS"", ""text"": ""Аркадієм Петровичем""}]","[{""label"": ""PERS"", ""text"": ""Аркадієм Петровичем""}]"
5f18c04b58de6145d2ef61c5e439f8912b5782f35fa0468563751a97c000409e,"В одному ж залишався безсилий : коли на Людмилиних вустах спалахував той справді чарівний усміх , Іванові гемби , незалежно від його волі , розсувалися й імітували Людмилин .","[{""label"": ""PERS"", ""text"": ""Людмилиних""}, {""label"": ""PERS"", ""text"": ""Іванові""}, {""label"": ""PERS"", ""text"": ""Людмилин""}]",[]
