hash,text,entities
2c534bd0b1585b78df8dfac650bd6a7d72efeda25a88cdf13cae10deafebede0,Але чому гинемо ми ?,[]
62b72bc14dbc40520f092616b60fd2d5619ce1a04095baf5111a03c36e850485,В ім'я чого прийняли смерть мільйони мучеників в Україні ?,"[{""label"": ""LOC"", ""text"": ""Україні""}]"
e807d3e2ecdf4ad7b7ff2ddeafd2cec599be256341cb66fe6bc41d6007ac516c,"Хіба не споневірювалися під стінкою Курбас , Підмогильний , Куліш , Зеров ?","[{""label"": ""PERS"", ""text"": ""Курбас""}, {""label"": ""PERS"", ""text"": ""Підмогильний""}, {""label"": ""PERS"", ""text"": ""Куліш""}, {""label"": ""PERS"", ""text"": ""Зеров""}]"
11dd9e668adc37f1681df2595273b67e9d60f58a40908551c34253e3d1111688,Хіба не розпачали вони перед смертю : все вже пропало !,[]
03c6717b03dfb16073e496e7fe1caa8edb8f953b5574a721058a6a396d97023c,"Проте своєю кончиною смерть подолали — національну релігію створили , яка вічно живитиме наш народ .",[]
934c0ef0605220bc8ba05f2a9120d2f05ca2700359cff48af08f0f16f94e9663,Й була їхня смерть початком ...,[]
89d1870a1f79ff0a1935522073facf6424c354565b99b28318c9243497aa2c4a,Втомлений муками тяжких роздумів Олесь Шамрай заснув перед світанком і прокинувся від притишеного й утішного скрику одного із в'язнів :,"[{""label"": ""PERS"", ""text"": ""Олесь Шамрай""}]"
2e2adc6caa8224b60fd3739a5e973e18e79a1d5db93ac39fecbf93e623f27204,« Війна ! »,[]
370eee7c762d003981d41163d42fc86eaacc4983e4d742606b83563c61c6f00c,"Це слово , що за своїм змістом означає неминуче кровопролиття , прозвучало для в'язнів , засуджених до страти , єдиною надією на порятунок , вони марили ним відтоді , як упав на них страшний вердикт .",[]
f212997fdf957d8fbf2d40a39d2d4fafd1c46be59efa55e3f7b964294d2f2890,"Тому водно снилися їм повальні бомбардування Міста : валяться вежі , западаються у вирви будинки й церкви , лише тюрма залишається неушкоджена .",[]
c4394674c168fff42338db983b24d804036637373a772775126da7486f80fd98,"А обвідні мури з трьома рядами колючого дроту на гребені кришаться вщент , клубки червоної пилюки котяться по землі , в'язні розвалюють двері камер , кидаються на охоронців , мордують їх , розтоптують , регочуть , обнімаються й виходять на волю .",[]
ca560935baf25e6d38c4435db5534a9abf84d6187f91126560abe7f346c6f350,"Так кожної ночі приречені на смерть втішалися у снах ілюзорною свободою : висипалися тлумами із загород на вулиці й сповіщали сонне місто про найвище благо , не задумуючись над тим , що війна приносить із собою ту саму невблаганну смерть .",[]
519541d45f5f057e03d2ac2d4bae42dd36b2cf845ea951d9e7eb9c1d8f8665e8,"« Спи , друже , — проказав розбуджений із ламкого передсвітанкового сну Олесь Шамрай до сусіда , який крізь сон вимовив спасенне слово . — То виконують кати вирок у дворі й трактор запустили , аби ми не чули пострілів та криків .","[{""label"": ""PERS"", ""text"": ""Олесь Шамрай""}]"
dbe7cce0b0f5fcee7f04c1804e1d5cb4eb07fcf2346e31cb316969495f2c91cb,"А може , то летунські вправи ... »",[]
b94d33ed23126feba1c2d3ce78fc2aaf2ce59c8534a7a7b3fc85425a0833416a,"Однак уся камера вмить прокинулася , в'язні підвели голови , попіднімалися з долівки й мовчки прислухалися до гуркоту й вибухів , що зрідка проривалися крізь дзвенячий гул і з дзенькотом вдарялися у шибку тюремного віконця , заступленого дощаним кошиком .",[]
9b7e7715a70d3dcd650b2844bc9c6d4cff1eb83ab0c777e4ad60cb45b73a478d,"Та враз пролунав потужний вибух , що сколихнув тюрму , — здалося в'язням , що тюремний мур насправді завалився , перемінившись у стовп рудого пилу , і втямили вони , що то не сон , а справжня бомба розірвалася десь зовсім недалеко , може , біля головної пошти .",[]
93b8987fabe3ca25278255a3c4b6517d3dcba509ee1fd50b7f8fa48fd47da92a,"Й не встигли вони ще чітко усвідомити , що таки насправді розпочалася війна , як струсонув містом ще потужніший вибух — десь далеко , гейби на сокільницькому летовищі .",[]
8e63a735b1effb825b075aab2ce96cdb538a67e95961a9bc016271a93c4d37e5,"Й тоді хлопці припали до дверей , наслуховуючи , що діється в коридорах .",[]
78a4c885973444483a989f3b61965f39778ca7d97ed23b17d690475f095d31c4,"Однак там було тихо , ніхто не відсував вічка прозурки , не повертав ключа у дверях , й не було чутно кроків вартових .",[]
29c7f435f6c1e334fc89e145035b1ae45f88bea474a940325e6602b868216de2,"В'язням стало страшно , що їх покинули замкненими , що вони загинуть живими у вогні , якщо бомба впаде на Бригідки : залізні двері заригльовані , замкнені англійськими замками — ніхто не в силі їх розламати чи виважити , всі у пастці , приречені на одночасну смерть .","[{""label"": ""LOC"", ""text"": ""Бригідки""}]"
d33974b3467fc21738050c76a31b2f21eaeb857e585c8961c408742470edf743,"Гримали у двері , кричали , та ніхто не озивався , лише гулка луна котилася порожніми коридорами .",[]
e318a24be570e5fb1d03e23178d0798914fcc338d0d07cff3506258fd6e99aa2,"Із сусідньої камери дівчата неугавно вистукували морзянкою , але ніщо іншого , як те , що розпочалася німецько-совєтська війна , не повідомляли .",[]
4a14f0d68635eb80f0bb4499eaae184ea11f4fbdf900fe23a8b2d9cce574116e,"Тюрма стрясалася від гримотів і криків , наполохані вибухами бомб містяни забули , що вони цієї миті стали відповідальними за життя людей у тюрмах на Городоцькій , на Лонського й Замарстинові . ПАТ «Укртрансгаз» 29 квітня за результатами тендеру уклало угоду з ТОВ «Укргеоекологія» на проведення газогеохімічних та гідрогеологічних досліджень на підземних газосховищах за 7,08 млн грн .","[{""label"": ""LOC"", ""text"": ""Городоцькій""}, {""label"": ""LOC"", ""text"": ""Лонського""}, {""label"": ""LOC"", ""text"": ""Замарстинові""}, {""label"": ""ORG"", ""text"": ""ПАТ «Укртрансгаз»""}, {""label"": ""DATE"", ""text"": ""29 квітня""}, {""label"": ""ORG"", ""text"": ""ТОВ «Укргеоекологія»""}, {""label"": ""MON"", ""text"": ""7,08 млн грн""}]"
a214e4e24bd6e2aae3a43180381b115a50a34c4c09990d72b6d5e0f812d2a043,Про це повідомляється у « Віснику державних закупівель ».,"[{""label"": ""MISC"", ""text"": ""Віснику державних закупівель""}]"
4dab54daa361121e9dcb4515f9bd78e8e2a143d8bea420c9524d673a2f76b444,"Дослідження мають провести на 12 газосховищах у 5 управлінь магістральних газопроводів: одне « Прикарпаттрансгаз » ( Богородчанське ПСГ ), чотири « Львівтрансгаз » ( Дашавське , Опарське , Угерське і Більче-Волицько-Угерське ПСГ ), три « Київтрансгаз » ( Солохівське , Олишівське , Червонопартизанское ПСГ ) і також по два у « Харківтрансгаз » ( Пролетарське і Кегичівське ПСГ ) і « Донбастрансгаз » ( Краснопопівське і Вергунське ПСГ ).","[{""label"": ""ORG"", ""text"": ""Прикарпаттрансгаз""}, {""label"": ""LOC"", ""text"": ""Богородчанське ПСГ""}, {""label"": ""ORG"", ""text"": ""Львівтрансгаз""}, {""label"": ""LOC"", ""text"": ""Дашавське""}, {""label"": ""LOC"", ""text"": ""Опарське""}, {""label"": ""LOC"", ""text"": ""Угерське""}, {""label"": ""LOC"", ""text"": ""Більче-Волицько-Угерське ПСГ""}, {""label"": ""ORG"", ""text"": ""Київтрансгаз""}, {""label"": ""LOC"", ""text"": ""Солохівське""}, {""label"": ""LOC"", ""text"": ""Олишівське""}, {""label"": ""LOC"", ""text"": ""Червонопартизанское ПСГ""}, {""label"": ""ORG"", ""text"": ""Харківтрансгаз""}, {""label"": ""ORG"", ""text"": ""Пролетарське і Кегичівське ПСГ""}, {""label"": ""ORG"", ""text"": ""Донбастрансгаз""}, {""label"": ""LOC"", ""text"": ""Краснопопівське""}, {""label"": ""LOC"", ""text"": ""Вергунське ПСГ""}]"
1601d16f3da15d4eeb69193ed6411db9560bcda393359bafea9fbd36ed359a00,"Щодо двох донбаських ПСГ , то вони знаходяться в Луганській області . Краснопопівське в Кремінському районі , наразі контрольованому українськими військами.","[{""label"": ""ORG"", ""text"": ""ПСГ""}, {""label"": ""LOC"", ""text"": ""Луганській області""}, {""label"": ""LOC"", ""text"": ""Краснопопівське""}, {""label"": ""LOC"", ""text"": ""Кремінському районі""}]"
51cfb2f3857455fe482b6ed4390fbb29ea3460d59cee601895da64f1e160d71d,"Натомість Вергунське ПСГ розташоване за 10 км від Луганська , в Слов'яносербському районі , більша частина котрого контролюється бойовиками.","[{""label"": ""ORG"", ""text"": ""Вергунське ПСГ""}, {""label"": ""QUANT"", ""text"": ""10 км""}, {""label"": ""LOC"", ""text"": ""Луганська""}, {""label"": ""LOC"", ""text"": ""Слов'яносербському районі""}]"
7ffccf35cccb915499a2db22b15b6f4b4c33c64c76f8a3c035bf7521fa1bd0ee,Незмінним власником харківської фірми « Укргеоекологія » є Віктор Козін .,"[{""label"": ""ORG"", ""text"": ""Укргеоекологія""}, {""label"": ""PERS"", ""text"": ""Віктор Козін""}]"
f8cfc5cd2655a639cb9b5c08a2b061f3d15f793366d4f68edcd7bbca472f2300,"Єдиним допущеним до участі конкурентом фірми стало ще одне харківське підприємство – ТОВ НПП «Укргазгеоавтоматика» , яке належить Євгенові Іванову .","[{""label"": ""ORG"", ""text"": ""ТОВ НПП «Укргазгеоавтоматика»""}, {""label"": ""PERS"", ""text"": ""Євгенові Іванову""}]"
96664c966ae313f412f8c7d959b8048e0ed7c9009560949fb21d27d24ec171bb,"У фірми-конкурента є відокремлений підрозділ, який має назву, ідентичну до фірми-переможця – філія « Укргеоекологія ».","[{""label"": ""ORG"", ""text"": ""Укргеоекологія""}]"
319e2def78d158dabc94031d3bbf5fe56ce0c976023385da044b6771df9b9c1f,"Незмінним директором цієї філії вже 12 років є Валерій Ріяко , котрий був першим директором переможця тендеру ТОВ «Укргеоекологія» від заснування в 2005 р. і до 2007 р .","[{""label"": ""JOB"", ""text"": ""директором""}, {""label"": ""PERIOD"", ""text"": ""12 років""}, {""label"": ""PERS"", ""text"": ""Валерій Ріяко""}, {""label"": ""JOB"", ""text"": ""директором""}, {""label"": ""ORG"", ""text"": ""ТОВ «Укргеоекологія»""}, {""label"": ""PERIOD"", ""text"": ""2005 р. і до 2007 р""}]"
09e4c0e4d163b87047541fa8303a11665b1128cbca0809ace4beb5043f1775e9,"За останні сім років « Укргеоекологія » виграла тендерів на 32,98 млн грн ., « Укргазгеоавтоматика » на 125,26 млн грн .","[{""label"": ""PERIOD"", ""text"": ""сім років""}, {""label"": ""ORG"", ""text"": ""Укргеоекологія""}, {""label"": ""MON"", ""text"": ""32,98 млн грн""}, {""label"": ""ORG"", ""text"": ""Укргазгеоавтоматика""}, {""label"": ""MON"", ""text"": ""125,26 млн грн""}]"
c2c15a5b2525008f99fc2fa2ca048bd18041ae7e2fde5c39355b3160bb52bde2,На участь у тендері подавався ще третій учасник – Східне державне регіональне геологічне підприємство ( Держслужба геології та надр ).,"[{""label"": ""ORG"", ""text"": ""Східне державне регіональне геологічне підприємство""}, {""label"": ""ORG"", ""text"": ""Держслужба геології та надр""}]"
8c1c5856797f793a14f870bd98590dcc068be80e355a09cfec4a2d2e98095c10,"Воно пропонувало виконати замовлення удвічі дешевше – за 2,95 млн грн .","[{""label"": ""MON"", ""text"": ""2,95 млн грн""}]"
7406f1f7b4af789ef734d9b20cf1c5dec99d76b36960ff8bf2b2ef7269de85c5,"Однак пропозицію відхилили за неповний пакет документів. Приазовська селищна рада 13 листопада замовила ТОВ «Керуюча компанія «Днепросервіс» будівництво мультифункціонального майданчика для занять ігровими видами спорту вартістю 1,48 млн грн .","[{""label"": ""ORG"", ""text"": ""Приазовська селищна рада""}, {""label"": ""DATE"", ""text"": ""13 листопада""}, {""label"": ""ORG"", ""text"": ""ТОВ «Керуюча компанія «Днепросервіс»""}, {""label"": ""MON"", ""text"": ""1,48 млн грн""}]"
7816b40bcff1fa1bd7d89a788ead44e4aa2a447636bb5ce9b705626b1a32a07d,Про це пишуть « Наші гроші. Запоріжжя » з посиланням на дані системи « Прозоро ».,"[{""label"": ""ART"", ""text"": ""Наші гроші. Запоріжжя""}, {""label"": ""ORG"", ""text"": ""Прозоро""}]"
e4d55bb9022a29a9e690147abab527acf4cc1f2093dc81d3434cf63fcf97b1b0,Майданчик мають збудувати по вул. вул. Дружби в Приазовському .,"[{""label"": ""LOC"", ""text"": ""вул. Дружби""}, {""label"": ""LOC"", ""text"": ""Приазовському""}]"
d026d7d63c719e1570c398641869c6d5548a589c929ded115afaf4dfbda2326f,"Втім, деталі невідомі з огляду на безконкурсну закупівлю.",[]
5f3e089118dc2de8b1387e9c16f6b0f855b0044846d4a32460d8068704b3ba37,Це перше замовлення фірми в сфері публічних закупівель. ТОВ «Керуюча компанія «Днепросервіс» зареєстровано у травні 2018 року на Дмитра Іванова .,"[{""label"": ""ORG"", ""text"": ""ТОВ «Керуюча компанія «Днепросервіс»""}, {""label"": ""DATE"", ""text"": ""травні 2018 року""}, {""label"": ""PERS"", ""text"": ""Дмитра Іванова""}]"
2921628c1ae6abc43d23a962513d3bb4691f809a189307d67ce215e37c49ff61,Він же володію фірмою одноосібно і зараз.,[]
21a578af1a2474bf7366f9062bf18f0e950529ba68df1f6f04ac36cf7c2306dc,Деякий час частку в « Днепросервіс » разом з Івановим мали Юрій Байрактар та ТОВ «ЮГ Комснаб» . Дмитро Іванов прописаний за однією адресою в Мелітополі з Оленою Івановою – бізнес-партнера депутата Мелітопольської міської ради від партії « БПП «Солідарність» Сергія Біловола по фірмі « Фундамент-М » (за деякими даними Іванова – сестра Біловола ).,"[{""label"": ""ORG"", ""text"": ""Днепросервіс""}, {""label"": ""PERS"", ""text"": ""Івановим""}, {""label"": ""PERS"", ""text"": ""Юрій Байрактар""}, {""label"": ""ORG"", ""text"": ""ТОВ «ЮГ Комснаб»""}, {""label"": ""PERS"", ""text"": ""Дмитро Іванов""}, {""label"": ""LOC"", ""text"": ""Мелітополі""}, {""label"": ""PERS"", ""text"": ""Оленою Івановою""}, {""label"": ""JOB"", ""text"": ""депутата""}, {""label"": ""ORG"", ""text"": ""Мелітопольської міської ради""}, {""label"": ""ORG"", ""text"": ""БПП «Солідарність»""}, {""label"": ""PERS"", ""text"": ""Сергія Біловола""}, {""label"": ""ORG"", ""text"": ""Фундамент-М""}, {""label"": ""PERS"", ""text"": ""Іванова""}, {""label"": ""PERS"", ""text"": ""Біловола""}]"
451189f10e2c14ff401ee4722046549016bf4876786d47e7d026124938a563d5,Зареєстроване « Керуюча компанія «Днепросервіс» в Дніпрорудному Запорізької області в одному приміщенні з ТОВ «Керуюча компанія «Шахтарська» .,"[{""label"": ""ORG"", ""text"": ""Керуюча компанія «Днепросервіс»""}, {""label"": ""LOC"", ""text"": ""Дніпрорудному""}, {""label"": ""LOC"", ""text"": ""Запорізької області""}, {""label"": ""ORG"", ""text"": ""ТОВ «Керуюча компанія «Шахтарська»""}]"
52aa3a1cc2df35907d8a09c78901d46ee6d00cc0574999dc0e5690b376614a69,"Співвласником останньої є менеджер мережі будівельних крамниць « Фундамент », якою володіє Біловол .","[{""label"": ""JOB"", ""text"": ""менеджер""}, {""label"": ""ORG"", ""text"": ""Фундамент""}, {""label"": ""PERS"", ""text"": ""Біловол""}]"
23983e05e33484182cd5ac9cbb80c26566d7dd275d19b9790a5f2b599d010bbb,"До всього, для « Днепросервіс » вказали контактним номер телефону 0679291966, який також фігурував для підприємців з орбіти Біловола .","[{""label"": ""ORG"", ""text"": ""Днепросервіс""}, {""label"": ""JOB"", ""text"": ""підприємців""}, {""label"": ""PERS"", ""text"": ""Біловола""}]"
17c80bf7329a1b4a837034ae9587027ed690ee6dd4b1b16f5b4427f02ce2f5de,"Підприємства з орбіти депутата Сергія Біловола систематично отримують підряди в Мелітополі . Юрій Байрактар керує ТОВ «Проектно-будівельна компанія «Акві-буд» , яка отримала в управління низку багатоквартирних будинків в Мелітополі , в яких так і не створили ОСББ.","[{""label"": ""JOB"", ""text"": ""депутата""}, {""label"": ""PERS"", ""text"": ""Сергія Біловола""}, {""label"": ""LOC"", ""text"": ""Мелітополі""}, {""label"": ""PERS"", ""text"": ""Юрій Байрактар""}, {""label"": ""ORG"", ""text"": ""ТОВ «Проектно-будівельна компанія «Акві-буд»""}, {""label"": ""LOC"", ""text"": ""Мелітополі""}]"
ee321eb5668cbe1501e38414764a19043a31d167cb74f533de1b0041b50d20bc,Формально « Акві-буд » записано на харків'янина Анатолія Цебенко .,"[{""label"": ""ORG"", ""text"": ""Акві-буд""}, {""label"": ""PERS"", ""text"": ""Анатолія Цебенко""}]"
029e3507e091d72889b329a022b31da4e57bafb86136266a9f5ff0e461582f0c,Власником і директором « ЮГ Комснаб » нині є Генадій Бахір .,"[{""label"": ""JOB"", ""text"": ""директором""}, {""label"": ""ORG"", ""text"": ""ЮГ Комснаб""}, {""label"": ""PERS"", ""text"": ""Генадій Бахір""}]"
0521ed450a3b64070c27f6d25ecc51f0818c61014b514bbc05d64033706ec2e0,"Раніше фірмою володів і керував Іван Жокін , який також займався обслуговуванням багатоповерхових будинків та прибудинкових територій в Мелітополі протягом кількох років Управління Державної служби з надзвичайних ситуацій України в Івано- Франківській області 23 квітня за результатами тендеру замовило ТОВ «Компанія Тітал» спеціалізований оперативний автомобіль за 851 тис грн .","[{""label"": ""PERS"", ""text"": ""Іван Жокін""}, {""label"": ""LOC"", ""text"": ""Мелітополі""}, {""label"": ""PERIOD"", ""text"": ""кількох років""}, {""label"": ""ORG"", ""text"": ""Управління Державної служби з надзвичайних ситуацій України""}, {""label"": ""LOC"", ""text"": ""Івано- Франківській області""}, {""label"": ""DATE"", ""text"": ""23 квітня""}, {""label"": ""ORG"", ""text"": ""ТОВ «Компанія Тітал»""}, {""label"": ""MON"", ""text"": ""851 тис грн""}]"
53df9adfa7c3c2e1fa851a298db78bfe99f25b46f5985e4334639cf5e13809da,Про це повідомляється в системі « Прозорро ».,"[{""label"": ""ORG"", ""text"": ""Прозорро""}]"
4735292f5309c92af348254183eded108b4f6e637b7c2f131b73814fdd0900a2,"Фірма поставить авто Skoda Superb 1,8 .","[{""label"": ""ART"", ""text"": ""Skoda Superb 1,8""}]"
29e254f51e212d8330e4e05dc1d0ef708165edb60a7c456c2e6763acff972a4e,"Автомобіль матиме систему кондиціонування, подушки безпеки водія та переднього пасажира, бокові подушки безпеки переднього ряду сидінь, систему подачі сигналів пріоритету, автомобільну УКХ радіостанцію Icom IC-F6013 , багажне відділення буде оснащене з'ємним стелажем з відсіками для екіпіровки пожежного.","[{""label"": ""ART"", ""text"": ""Icom IC-F6013""}]"
23e6213447183968f3e7d84884b62c3f9b5dc8f3e7a7e948fcd87a3e0b3a163d,"Крім того, на автомобілі буде логотип Програми транскордонного співробітництва Польща-Білорусь-Україна ЄІС 2014-2020 , прапора ЄС та інформація про співфінансування: «Придбано з метою реалізації проекту « Спільний захист людей та навколишнього середовища шляхом створення українсько-польської системи попередження та реагування на катастрофи в Карпатському Єврорегіоні » ( PLBU. 03.02.00-UA-0704 / 17-00 ).","[{""label"": ""DOC"", ""text"": ""Програми транскордонного співробітництва Польща-Білорусь-Україна ЄІС 2014-2020""}, {""label"": ""LOC"", ""text"": ""ЄС""}, {""label"": ""DOC"", ""text"": ""Спільний захист людей та навколишнього середовища шляхом створення українсько-польської системи попередження та реагування на катастрофи в Карпатському Єврорегіоні""}, {""label"": ""DOC"", ""text"": ""PLBU. 03.02.00-UA-0704 / 17-00""}]"
fbb8ec5dae3c351181bb89b9129629e9b0a5f57c0239c0f61a11e35a3839b5a2,"Реалізовано асоціацією місцевого самоврядування « Єврорегіон Карпати-Україна » у партнерстві з ГУ ДСНС України у Львівські області , управлінням ДСНС України в Івано-Франківській області , управлінням ДСНС України у Закарпатській області і Воєводською комендатурою Державної пожежної служби в Ряшеві за фінансової підтримки ЄС в рамках Програми транскордонного співробітництва Польща-Білорусь-Україна 2014-2020 ».","[{""label"": ""ORG"", ""text"": ""Єврорегіон Карпати-Україна""}, {""label"": ""ORG"", ""text"": ""ГУ ДСНС України у Львівські області""}, {""label"": ""ORG"", ""text"": ""ДСНС України в Івано-Франківській області""}, {""label"": ""ORG"", ""text"": ""ДСНС України у Закарпатській області""}, {""label"": ""ORG"", ""text"": ""Воєводською комендатурою Державної пожежної служби в Ряшеві""}, {""label"": ""LOC"", ""text"": ""ЄС""}, {""label"": ""DOC"", ""text"": ""Програми транскордонного співробітництва Польща-Білорусь-Україна 2014-2020""}]"
d13a745e173d13a3bd643f7093efd56dcede0a91b6797a68861ec44a7686614d,На ринку ціни на Skoda Superb стартують від 706 тис грн .,"[{""label"": ""ART"", ""text"": ""Skoda Superb""}, {""label"": ""MON"", ""text"": ""706 тис грн""}]"
7c1c48d4576731136e1d61b185962d1af47530e313cfb0d1ba001cc6f7b4bd5b,"На торгах єдиним конкурентом переможця було ПрАТ «Автотранспортник» Валентина Затхея , чия пропозиція була вищою на 140 грн .","[{""label"": ""ORG"", ""text"": ""ПрАТ «Автотранспортник»""}, {""label"": ""PERS"", ""text"": ""Валентина Затхея""}, {""label"": ""MON"", ""text"": ""140 грн""}]"
077db83bbef85533d623eb6180310ee2512488148c12d00005c555c800031ac5,"Власниками « Компанії Тітал » є киянин Павло Брицький і Петро Брицький , професор кафедри історії України Чернівецького національного університету .","[{""label"": ""ORG"", ""text"": ""Компанії Тітал""}, {""label"": ""PERS"", ""text"": ""Павло Брицький""}, {""label"": ""PERS"", ""text"": ""Петро Брицький""}, {""label"": ""JOB"", ""text"": ""професор""}, {""label"": ""ORG"", ""text"": ""Чернівецького національного університету""}]"
d62a1452c322cd0ca599bd6a812f5c915d666edb8a0541471e5433d882c69d45,"Ця фірма була співзасновником ТОВ «Дозор» разом із « Благодійний фонд сприяння державній пожежній охороні міста Києва », що заснували Ігор Немировський і Анатолій Косар .","[{""label"": ""JOB"", ""text"": ""співзасновником""}, {""label"": ""ORG"", ""text"": ""ТОВ «Дозор»""}, {""label"": ""ORG"", ""text"": ""Благодійний фонд сприяння державній пожежній охороні міста Києва""}, {""label"": ""PERS"", ""text"": ""Ігор Немировський""}, {""label"": ""PERS"", ""text"": ""Анатолій Косар""}]"
339f2425ce28a395b9e4d9658dc8e8155718eaea9a63aaccd3935fc6c0260c81,Останній в 2003-2006 роках працював начальником Головного управління Міністерства України з питань надзвичайних ситуацій в місті Києві .,"[{""label"": ""PERIOD"", ""text"": ""2003-2006 роках""}, {""label"": ""JOB"", ""text"": ""начальником""}, {""label"": ""ORG"", ""text"": ""Головного управління Міністерства України з питань надзвичайних ситуацій в місті Києві""}]"
06bb7dbe342ff6113a877abb024a65a32c69c2410fb5251ea89f34f0cfd35a47,Пов'язані з його родичами фірми отримали ліцензії ДСНС на посередницькі послуги з передачі тривожних сигналів про пожежу.,"[{""label"": ""ORG"", ""text"": ""ДСНС""}]"
852972c2d1badcbae20dbf11a4a74d9deef4f777734c5234cbb299a071f96c65,"Із 2010 року він очолював Управління екологічної політики та техногенної безпеки Секретаріату Кабміну ТОВ «ЛБК «Наш Дом» привласнило бюджетні кошти, отримані на придбання будівельних матеріалів для ремонту будинків та інфраструктури у м. Щастя .","[{""label"": ""DATE"", ""text"": ""2010 року""}, {""label"": ""ORG"", ""text"": ""Управління екологічної політики та техногенної безпеки""}, {""label"": ""ORG"", ""text"": ""Секретаріату Кабміну""}, {""label"": ""ORG"", ""text"": ""ТОВ «ЛБК «Наш Дом»""}, {""label"": ""LOC"", ""text"": ""Щастя""}]"
cbfcaa5ab7baf4e84b22a767bed3473db8187c0b5303ff0781b9b1aae9bfcefe,Про це свідчить ухвала Новоайдарського районного суду Луганської області від 5 лютого .,"[{""label"": ""ORG"", ""text"": ""Новоайдарського районного суду Луганської області""}, {""label"": ""DATE"", ""text"": ""5 лютого""}]"
9ffb1f9d5cb3f51e9c992edda7c467ffd75c28b3594594f64e2a21f0ea2c40c2,"У червні минулого року виконком Щастинської міськради затвердив перелік об'єктів, які підлягають будівництву, реконструкції і реставрації за рахунок коштів бюджету розвитку м. Щастя у 2015 році .","[{""label"": ""DATE"", ""text"": ""червні минулого року""}, {""label"": ""ORG"", ""text"": ""Щастинської міськради""}, {""label"": ""LOC"", ""text"": ""Щастя""}, {""label"": ""DATE"", ""text"": ""2015 році""}]"
889f3a1254166dcb879af0dfc5fce4dd6ea5eec64b2e3613c343e5160a63314c,Підрядником стало комунальне підприємство «Жилбудервіс» .,"[{""label"": ""ORG"", ""text"": ""комунальне підприємство «Жилбудервіс»""}]"
2b15bdfbf8cbd355039b90df465339ca67143381dc0f9300ea577faeabb91e33,У травні-жовтні « Жилбудсервіс » уклав субпідрядні угоди на виконання робіт з капітального ремонту житлового фонду міста з ТОВ «ЛБК «Наш Дом» . Комунальники перерахували на рахунок фірми бюджетні кошти на придбання будівельних матеріалів.,"[{""label"": ""PERIOD"", ""text"": ""травні-жовтні""}, {""label"": ""ORG"", ""text"": ""Жилбудсервіс""}, {""label"": ""ORG"", ""text"": ""ТОВ «ЛБК «Наш Дом»""}, {""label"": ""JOB"", ""text"": ""Комунальники""}]"
39268bce95d97b776956abf94d53e4a6f5c994d431a4b20d23df95e2eb261003,"За даними « Е-дата », протягом вересня-грудня 2015 року « Жилбудсервіс » перерахував субпідряднику 1,05 млн грн .","[{""label"": ""ART"", ""text"": ""Е-дата""}, {""label"": ""PERIOD"", ""text"": ""вересня-грудня 2015 року""}, {""label"": ""ORG"", ""text"": ""Жилбудсервіс""}, {""label"": ""MON"", ""text"": ""1,05 млн грн""}]"
29c50aec09e378c8b4a62268b266ce193f5efd9143e38f33b18d9cf26c3951a5,"Разом з тим, як встановило слідство, директор ТОВ «ЛБК «Наш Дом» отримувала зі складу КП «Жилбудсервіс» безкоштовно гуманітарну допомогу у вигляді будівельних матеріалів, що надходила протягом 2014-2015 років від Міжнародного Комітету Червоного Хреста .","[{""label"": ""JOB"", ""text"": ""директор""}, {""label"": ""ORG"", ""text"": ""ТОВ «ЛБК «Наш Дом»""}, {""label"": ""ORG"", ""text"": ""КП «Жилбудсервіс»""}, {""label"": ""PERIOD"", ""text"": ""2014-2015 років""}, {""label"": ""ORG"", ""text"": ""Міжнародного Комітету Червоного Хреста""}]"
69c5be41330917daf9c406445e3e8b1ffb0c668f825ca5fa5e431dd92f3d219b,Цю допомогу фірма використовувала при ремонті житлового фонду м. Щастя .,"[{""label"": ""LOC"", ""text"": ""Щастя""}]"
51d52185cc15ceb7c76e642a1dc8b62f5b3992df7500b15bb8cd139b76a4a310,"Під час проведення перевірок співробітники Державної фінансової інспекції в Луганській області встановили, що у ТОВ «ЛБК «Наш Дом» відсутні фінансово-бухгалтерські документи, що підтверджують використання бюджетних коштів та гуманітарної допомоги. Слідчі отримали доступ до бухгалтерських документів « ЛБК «Наш Дом », які веде і зберігає у себе київське ТОВ «БОФ «Максим-Теко» .","[{""label"": ""ORG"", ""text"": ""Державної фінансової інспекції в Луганській області""}, {""label"": ""ORG"", ""text"": ""ТОВ «ЛБК «Наш Дом»""}, {""label"": ""JOB"", ""text"": ""Слідчі""}, {""label"": ""ORG"", ""text"": ""ЛБК «Наш Дом""}, {""label"": ""ORG"", ""text"": ""ТОВ «БОФ «Максим-Теко»""}]"
cb4a9dccd28e0a75a8a3f96bce80aa3f42788b362ecfcd8771e1bf1b33a5402b,З вересня 2014 року керівником КП «Жилбудсервіс» є Олексій Шевцов . ТОВ «ЛБК «Наш Дом» було засноване у грудні 2013 року Мариною Чепуренко .,"[{""label"": ""DATE"", ""text"": ""вересня 2014 року""}, {""label"": ""JOB"", ""text"": ""керівником""}, {""label"": ""ORG"", ""text"": ""КП «Жилбудсервіс»""}, {""label"": ""PERS"", ""text"": ""Олексій Шевцов""}, {""label"": ""ORG"", ""text"": ""ТОВ «ЛБК «Наш Дом»""}, {""label"": ""DATE"", ""text"": ""грудні 2013 року""}, {""label"": ""PERS"", ""text"": ""Мариною Чепуренко""}]"
